#node	identifier	category	term ID	term description
EAMY_0509	665029.EAMY_0509	STRING clusters	CL:5592	Mixed, incl. Cytosine catabolic process, and ArsR-like helix-turn-helix domain
bacA	665029.EAMY_0421	GO Process	GO:0009058	Biosynthetic process
bacA	665029.EAMY_0421	GO Process	GO:0009059	Macromolecule biosynthetic process
bacA	665029.EAMY_0421	GO Process	GO:0009252	Peptidoglycan biosynthetic process
bacA	665029.EAMY_0421	GO Process	GO:0009273	Peptidoglycan-based cell wall biogenesis
bacA	665029.EAMY_0421	GO Process	GO:0009987	Cellular process
bacA	665029.EAMY_0421	GO Process	GO:0016043	Cellular component organization
bacA	665029.EAMY_0421	GO Process	GO:0016311	Dephosphorylation
bacA	665029.EAMY_0421	GO Process	GO:0022603	Regulation of anatomical structure morphogenesis
bacA	665029.EAMY_0421	GO Process	GO:0022604	Regulation of cell morphogenesis
bacA	665029.EAMY_0421	GO Process	GO:0030203	Glycosaminoglycan metabolic process
bacA	665029.EAMY_0421	GO Process	GO:0034645	Cellular macromolecule biosynthetic process
bacA	665029.EAMY_0421	GO Process	GO:0042221	Response to chemical
bacA	665029.EAMY_0421	GO Process	GO:0042546	Cell wall biogenesis
bacA	665029.EAMY_0421	GO Process	GO:0043170	Macromolecule metabolic process
bacA	665029.EAMY_0421	GO Process	GO:0044036	Cell wall macromolecule metabolic process
bacA	665029.EAMY_0421	GO Process	GO:0044038	Cell wall macromolecule biosynthetic process
bacA	665029.EAMY_0421	GO Process	GO:0044085	Cellular component biogenesis
bacA	665029.EAMY_0421	GO Process	GO:0044237	Cellular metabolic process
bacA	665029.EAMY_0421	GO Process	GO:0044249	Cellular biosynthetic process
bacA	665029.EAMY_0421	GO Process	GO:0044260	Cellular macromolecule metabolic process
bacA	665029.EAMY_0421	GO Process	GO:0045229	External encapsulating structure organization
bacA	665029.EAMY_0421	GO Process	GO:0046677	Response to antibiotic
bacA	665029.EAMY_0421	GO Process	GO:0050789	Regulation of biological process
bacA	665029.EAMY_0421	GO Process	GO:0050793	Regulation of developmental process
bacA	665029.EAMY_0421	GO Process	GO:0050896	Response to stimulus
bacA	665029.EAMY_0421	GO Process	GO:0065007	Biological regulation
bacA	665029.EAMY_0421	GO Process	GO:0070589	Cellular component macromolecule biosynthetic process
bacA	665029.EAMY_0421	GO Process	GO:0071554	Cell wall organization or biogenesis
bacA	665029.EAMY_0421	GO Process	GO:0071555	Cell wall organization
bacA	665029.EAMY_0421	GO Process	GO:0071704	Organic substance metabolic process
bacA	665029.EAMY_0421	GO Process	GO:0071840	Cellular component organization or biogenesis
bacA	665029.EAMY_0421	GO Process	GO:1901135	Carbohydrate derivative metabolic process
bacA	665029.EAMY_0421	GO Process	GO:1901137	Carbohydrate derivative biosynthetic process
bacA	665029.EAMY_0421	GO Process	GO:1901564	Organonitrogen compound metabolic process
bacA	665029.EAMY_0421	GO Process	GO:1901566	Organonitrogen compound biosynthetic process
bacA	665029.EAMY_0421	GO Process	GO:1901576	Organic substance biosynthetic process
bacA	665029.EAMY_0421	GO Function	GO:0003824	Catalytic activity
bacA	665029.EAMY_0421	GO Function	GO:0016462	Pyrophosphatase activity
bacA	665029.EAMY_0421	GO Function	GO:0016787	Hydrolase activity
bacA	665029.EAMY_0421	GO Function	GO:0016817	Hydrolase activity, acting on acid anhydrides
bacA	665029.EAMY_0421	GO Function	GO:0016818	Hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides
bacA	665029.EAMY_0421	GO Function	GO:0050380	Undecaprenyl-diphosphatase activity
bacA	665029.EAMY_0421	GO Component	GO:0005886	Plasma membrane
bacA	665029.EAMY_0421	GO Component	GO:0016020	Membrane
bacA	665029.EAMY_0421	GO Component	GO:0016021	Integral component of membrane
bacA	665029.EAMY_0421	GO Component	GO:0031224	Intrinsic component of membrane
bacA	665029.EAMY_0421	GO Component	GO:0071944	Cell periphery
bacA	665029.EAMY_0421	GO Component	GO:0110165	Cellular anatomical entity
bacA	665029.EAMY_0421	STRING clusters	CL:2246	Mixed, incl. Iron-sulfur cluster assembly, and Queuosine metabolic process
bacA	665029.EAMY_0421	STRING clusters	CL:2332	Mixed, incl. Queuosine metabolic process, and Oxidoreductase activity, acting on CH or CH2 groups, disulfide as acceptor
bacA	665029.EAMY_0421	STRING clusters	CL:2358	Queuosine biosynthesis, and GTP cyclohydrolase activity
bacA	665029.EAMY_0421	KEGG	eam00550	Peptidoglycan biosynthesis
bacA	665029.EAMY_0421	COMPARTMENTS	GOCC:0005886	Plasma membrane
bacA	665029.EAMY_0421	COMPARTMENTS	GOCC:0005887	Integral component of plasma membrane
bacA	665029.EAMY_0421	COMPARTMENTS	GOCC:0016020	Membrane
bacA	665029.EAMY_0421	COMPARTMENTS	GOCC:0016021	Integral component of membrane
bacA	665029.EAMY_0421	COMPARTMENTS	GOCC:0031224	Intrinsic component of membrane
bacA	665029.EAMY_0421	COMPARTMENTS	GOCC:0031226	Intrinsic component of plasma membrane
bacA	665029.EAMY_0421	COMPARTMENTS	GOCC:0071944	Cell periphery
bacA	665029.EAMY_0421	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
bacA	665029.EAMY_0421	UniProt Keywords	KW-0046	Antibiotic resistance
bacA	665029.EAMY_0421	UniProt Keywords	KW-0133	Cell shape
bacA	665029.EAMY_0421	UniProt Keywords	KW-0378	Hydrolase
bacA	665029.EAMY_0421	UniProt Keywords	KW-0472	Membrane
bacA	665029.EAMY_0421	UniProt Keywords	KW-0573	Peptidoglycan synthesis
bacA	665029.EAMY_0421	UniProt Keywords	KW-0812	Transmembrane
bacA	665029.EAMY_0421	UniProt Keywords	KW-0961	Cell wall biogenesis/degradation
bacA	665029.EAMY_0421	UniProt Keywords	KW-0997	Cell inner membrane
bacA	665029.EAMY_0421	UniProt Keywords	KW-1003	Cell membrane
bacA	665029.EAMY_0421	UniProt Keywords	KW-1133	Transmembrane helix
bacA	665029.EAMY_0421	Pfam	PF02673	Bacitracin resistance protein BacA
bacA	665029.EAMY_0421	InterPro	IPR003824	Undecaprenyl-diphosphatase UppP
cmeB	665029.EAMY_2508	GO Process	GO:0006810	Transport
cmeB	665029.EAMY_2508	GO Process	GO:0009987	Cellular process
cmeB	665029.EAMY_2508	GO Process	GO:0051179	Localization
cmeB	665029.EAMY_2508	GO Process	GO:0051234	Establishment of localization
cmeB	665029.EAMY_2508	GO Process	GO:0055085	Transmembrane transport
cmeB	665029.EAMY_2508	GO Function	GO:0005215	Transporter activity
cmeB	665029.EAMY_2508	GO Function	GO:0022857	Transmembrane transporter activity
cmeB	665029.EAMY_2508	GO Component	GO:0005886	Plasma membrane
cmeB	665029.EAMY_2508	GO Component	GO:0016020	Membrane
cmeB	665029.EAMY_2508	GO Component	GO:0016021	Integral component of membrane
cmeB	665029.EAMY_2508	GO Component	GO:0031224	Intrinsic component of membrane
cmeB	665029.EAMY_2508	GO Component	GO:0071944	Cell periphery
cmeB	665029.EAMY_2508	GO Component	GO:0110165	Cellular anatomical entity
cmeB	665029.EAMY_2508	STRING clusters	CL:4888	Mixed, incl. Major facilitator superfamily, and Acriflavin resistance protein
cmeB	665029.EAMY_2508	STRING clusters	CL:4889	Mixed, incl. Acriflavin resistance protein, and RND efflux pump, membrane fusion protein, barrel-sandwich domain
cmeB	665029.EAMY_2508	STRING clusters	CL:4890	Mixed, incl. Acriflavin resistance protein, and RND efflux pump, membrane fusion protein, barrel-sandwich domain
cmeB	665029.EAMY_2508	STRING clusters	CL:4891	Mixed, incl. Acriflavin resistance protein, and RND efflux pump, membrane fusion protein, barrel-sandwich domain
cmeB	665029.EAMY_2508	STRING clusters	CL:4921	Drug resistance transporter EmrB-like, and Xenobiotic export from cell
cmeB	665029.EAMY_2508	KEGG	eam02020	Two-component system
cmeB	665029.EAMY_2508	COMPARTMENTS	GOCC:0005886	Plasma membrane
cmeB	665029.EAMY_2508	COMPARTMENTS	GOCC:0016020	Membrane
cmeB	665029.EAMY_2508	COMPARTMENTS	GOCC:0071944	Cell periphery
cmeB	665029.EAMY_2508	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
cmeB	665029.EAMY_2508	UniProt Keywords	KW-0472	Membrane
cmeB	665029.EAMY_2508	UniProt Keywords	KW-0812	Transmembrane
cmeB	665029.EAMY_2508	UniProt Keywords	KW-0813	Transport
cmeB	665029.EAMY_2508	UniProt Keywords	KW-0997	Cell inner membrane
cmeB	665029.EAMY_2508	UniProt Keywords	KW-1003	Cell membrane
cmeB	665029.EAMY_2508	UniProt Keywords	KW-1133	Transmembrane helix
cmeB	665029.EAMY_2508	Pfam	PF03176	MMPL family
cmeB	665029.EAMY_2508	InterPro	IPR001036	Acriflavin resistance protein
cmeB	665029.EAMY_2508	InterPro	IPR004764	Hydrophobe/amphiphile efflux-1 HAE1
cmeB	665029.EAMY_2508	InterPro	IPR027463	Multidrug efflux transporter AcrB TolC docking domain, DN/DC subdomains
dsbA1	665029.EAMY_0028	GO Process	GO:0009987	Cellular process
dsbA1	665029.EAMY_0028	GO Process	GO:0042221	Response to chemical
dsbA1	665029.EAMY_0028	GO Process	GO:0046677	Response to antibiotic
dsbA1	665029.EAMY_0028	GO Process	GO:0050896	Response to stimulus
dsbA1	665029.EAMY_0028	GO Process	GO:0051716	Cellular response to stimulus
dsbA1	665029.EAMY_0028	GO Process	GO:0070887	Cellular response to chemical stimulus
dsbA1	665029.EAMY_0028	GO Process	GO:0071236	Cellular response to antibiotic
dsbA1	665029.EAMY_0028	GO Function	GO:0003824	Catalytic activity
dsbA1	665029.EAMY_0028	GO Function	GO:0016491	Oxidoreductase activity
dsbA1	665029.EAMY_0028	GO Component	GO:0042597	Periplasmic space
dsbA1	665029.EAMY_0028	GO Component	GO:0110165	Cellular anatomical entity
dsbA1	665029.EAMY_0028	STRING clusters	CL:2379	Mixed, incl. Glutathione metabolism, and Cytochrome complex assembly
dsbA1	665029.EAMY_0028	STRING clusters	CL:2499	Mixed, incl. Cytochrome complex assembly, and Thioredoxin, conserved site
dsbA1	665029.EAMY_0028	STRING clusters	CL:2500	Mixed, incl. Cytochrome complex assembly, and Thioredoxin, conserved site
dsbA1	665029.EAMY_0028	STRING clusters	CL:2501	Cytochrome complex assembly, and DSBA-like thioredoxin domain
dsbA1	665029.EAMY_0028	STRING clusters	CL:2521	Thioredoxin, conserved site, and DsbB-like superfamily
dsbA1	665029.EAMY_0028	KEGG	eam01503	Cationic antimicrobial peptide (CAMP) resistance
dsbA1	665029.EAMY_0028	COMPARTMENTS	GOCC:0042597	Periplasmic space
dsbA1	665029.EAMY_0028	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
dsbA1	665029.EAMY_0028	UniProt Keywords	KW-0574	Periplasm
dsbA1	665029.EAMY_0028	UniProt Keywords	KW-0732	Signal
dsbA1	665029.EAMY_0028	UniProt Keywords	KW-1015	Disulfide bond
dsbA1	665029.EAMY_0028	Pfam	PF01323	DSBA-like thioredoxin domain
dsbA1	665029.EAMY_0028	InterPro	IPR001853	DSBA-like thioredoxin domain
dsbA1	665029.EAMY_0028	InterPro	IPR013766	Thioredoxin domain
dsbA1	665029.EAMY_0028	InterPro	IPR017937	Thioredoxin, conserved site
dsbA1	665029.EAMY_0028	InterPro	IPR023205	Thiol:disulphide interchange protein DsbA/DsbL
dsbA1	665029.EAMY_0028	InterPro	IPR036249	Thioredoxin-like superfamily
dsbA3	665029.EAMY_0800	GO Process	GO:0009987	Cellular process
dsbA3	665029.EAMY_0800	GO Process	GO:0042221	Response to chemical
dsbA3	665029.EAMY_0800	GO Process	GO:0046677	Response to antibiotic
dsbA3	665029.EAMY_0800	GO Process	GO:0050896	Response to stimulus
dsbA3	665029.EAMY_0800	GO Process	GO:0051716	Cellular response to stimulus
dsbA3	665029.EAMY_0800	GO Process	GO:0070887	Cellular response to chemical stimulus
dsbA3	665029.EAMY_0800	GO Process	GO:0071236	Cellular response to antibiotic
dsbA3	665029.EAMY_0800	GO Function	GO:0003824	Catalytic activity
dsbA3	665029.EAMY_0800	GO Function	GO:0016491	Oxidoreductase activity
dsbA3	665029.EAMY_0800	GO Component	GO:0042597	Periplasmic space
dsbA3	665029.EAMY_0800	GO Component	GO:0110165	Cellular anatomical entity
dsbA3	665029.EAMY_0800	STRING clusters	CL:2379	Mixed, incl. Glutathione metabolism, and Cytochrome complex assembly
dsbA3	665029.EAMY_0800	STRING clusters	CL:2499	Mixed, incl. Cytochrome complex assembly, and Thioredoxin, conserved site
dsbA3	665029.EAMY_0800	STRING clusters	CL:2500	Mixed, incl. Cytochrome complex assembly, and Thioredoxin, conserved site
dsbA3	665029.EAMY_0800	STRING clusters	CL:2501	Cytochrome complex assembly, and DSBA-like thioredoxin domain
dsbA3	665029.EAMY_0800	STRING clusters	CL:2521	Thioredoxin, conserved site, and DsbB-like superfamily
dsbA3	665029.EAMY_0800	KEGG	eam01503	Cationic antimicrobial peptide (CAMP) resistance
dsbA3	665029.EAMY_0800	COMPARTMENTS	GOCC:0042597	Periplasmic space
dsbA3	665029.EAMY_0800	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
dsbA3	665029.EAMY_0800	UniProt Keywords	KW-0574	Periplasm
dsbA3	665029.EAMY_0800	UniProt Keywords	KW-0732	Signal
dsbA3	665029.EAMY_0800	UniProt Keywords	KW-1015	Disulfide bond
dsbA3	665029.EAMY_0800	Pfam	PF01323	DSBA-like thioredoxin domain
dsbA3	665029.EAMY_0800	InterPro	IPR001853	DSBA-like thioredoxin domain
dsbA3	665029.EAMY_0800	InterPro	IPR017937	Thioredoxin, conserved site
dsbA3	665029.EAMY_0800	InterPro	IPR023205	Thiol:disulphide interchange protein DsbA/DsbL
dsbA3	665029.EAMY_0800	InterPro	IPR036249	Thioredoxin-like superfamily
emrR	665029.EAMY_2717	GO Process	GO:0006355	Regulation of transcription, DNA-templated
emrR	665029.EAMY_2717	GO Process	GO:0009889	Regulation of biosynthetic process
emrR	665029.EAMY_2717	GO Process	GO:0010468	Regulation of gene expression
emrR	665029.EAMY_2717	GO Process	GO:0010556	Regulation of macromolecule biosynthetic process
emrR	665029.EAMY_2717	GO Process	GO:0019219	Regulation of nucleobase-containing compound metabolic process
emrR	665029.EAMY_2717	GO Process	GO:0019222	Regulation of metabolic process
emrR	665029.EAMY_2717	GO Process	GO:0031323	Regulation of cellular metabolic process
emrR	665029.EAMY_2717	GO Process	GO:0031326	Regulation of cellular biosynthetic process
emrR	665029.EAMY_2717	GO Process	GO:0050789	Regulation of biological process
emrR	665029.EAMY_2717	GO Process	GO:0050794	Regulation of cellular process
emrR	665029.EAMY_2717	GO Process	GO:0051171	Regulation of nitrogen compound metabolic process
emrR	665029.EAMY_2717	GO Process	GO:0051252	Regulation of RNA metabolic process
emrR	665029.EAMY_2717	GO Process	GO:0060255	Regulation of macromolecule metabolic process
emrR	665029.EAMY_2717	GO Process	GO:0065007	Biological regulation
emrR	665029.EAMY_2717	GO Process	GO:0080090	Regulation of primary metabolic process
emrR	665029.EAMY_2717	GO Process	GO:1903506	Regulation of nucleic acid-templated transcription
emrR	665029.EAMY_2717	GO Process	GO:2001141	Regulation of RNA biosynthetic process
emrR	665029.EAMY_2717	GO Function	GO:0003700	DNA-binding transcription factor activity
emrR	665029.EAMY_2717	GO Function	GO:0140110	Transcription regulator activity
emrR	665029.EAMY_2717	GO Component	GO:0005622	Intracellular anatomical structure
emrR	665029.EAMY_2717	GO Component	GO:0005737	Cytoplasm
emrR	665029.EAMY_2717	GO Component	GO:0110165	Cellular anatomical entity
emrR	665029.EAMY_2717	STRING clusters	CL:4888	Mixed, incl. Major facilitator superfamily, and Acriflavin resistance protein
emrR	665029.EAMY_2717	STRING clusters	CL:4889	Mixed, incl. Acriflavin resistance protein, and RND efflux pump, membrane fusion protein, barrel-sandwich domain
emrR	665029.EAMY_2717	STRING clusters	CL:4890	Mixed, incl. Acriflavin resistance protein, and RND efflux pump, membrane fusion protein, barrel-sandwich domain
emrR	665029.EAMY_2717	STRING clusters	CL:4891	Mixed, incl. Acriflavin resistance protein, and RND efflux pump, membrane fusion protein, barrel-sandwich domain
emrR	665029.EAMY_2717	STRING clusters	CL:4921	Drug resistance transporter EmrB-like, and Xenobiotic export from cell
emrR	665029.EAMY_2717	COMPARTMENTS	GOCC:0005622	Intracellular
emrR	665029.EAMY_2717	COMPARTMENTS	GOCC:0005737	Cytoplasm
emrR	665029.EAMY_2717	COMPARTMENTS	GOCC:0005829	Cytosol
emrR	665029.EAMY_2717	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
emrR	665029.EAMY_2717	UniProt Keywords	KW-0175	Coiled coil
emrR	665029.EAMY_2717	UniProt Keywords	KW-0238	DNA-binding
emrR	665029.EAMY_2717	UniProt Keywords	KW-0804	Transcription
emrR	665029.EAMY_2717	UniProt Keywords	KW-0805	Transcription regulation
emrR	665029.EAMY_2717	InterPro	IPR000835	MarR-type HTH domain
emrR	665029.EAMY_2717	InterPro	IPR023187	Transcriptional regulator MarR-type, conserved site
emrR	665029.EAMY_2717	InterPro	IPR036388	Winged helix-like DNA-binding domain superfamily
emrR	665029.EAMY_2717	InterPro	IPR036390	Winged helix DNA-binding domain superfamily
emrR	665029.EAMY_2717	SMART	SM00347	Helix_turn_helix multiple antibiotic resistance protein
fieF	665029.EAMY_0107	GO Process	GO:0000041	Transition metal ion transport
fieF	665029.EAMY_0107	GO Process	GO:0006810	Transport
fieF	665029.EAMY_0107	GO Process	GO:0006811	Ion transport
fieF	665029.EAMY_0107	GO Process	GO:0006812	Cation transport
fieF	665029.EAMY_0107	GO Process	GO:0006826	Iron ion transport
fieF	665029.EAMY_0107	GO Process	GO:0006829	Zinc ion transport
fieF	665029.EAMY_0107	GO Process	GO:0009987	Cellular process
fieF	665029.EAMY_0107	GO Process	GO:0030001	Metal ion transport
fieF	665029.EAMY_0107	GO Process	GO:0034220	Ion transmembrane transport
fieF	665029.EAMY_0107	GO Process	GO:0051179	Localization
fieF	665029.EAMY_0107	GO Process	GO:0051234	Establishment of localization
fieF	665029.EAMY_0107	GO Process	GO:0055085	Transmembrane transport
fieF	665029.EAMY_0107	GO Process	GO:0098655	Cation transmembrane transport
fieF	665029.EAMY_0107	GO Function	GO:0005215	Transporter activity
fieF	665029.EAMY_0107	GO Function	GO:0008324	Cation transmembrane transporter activity
fieF	665029.EAMY_0107	GO Function	GO:0015075	Ion transmembrane transporter activity
fieF	665029.EAMY_0107	GO Function	GO:0015318	Inorganic molecular entity transmembrane transporter activity
fieF	665029.EAMY_0107	GO Function	GO:0022857	Transmembrane transporter activity
fieF	665029.EAMY_0107	GO Function	GO:0022890	Inorganic cation transmembrane transporter activity
fieF	665029.EAMY_0107	GO Function	GO:0046873	Metal ion transmembrane transporter activity
fieF	665029.EAMY_0107	GO Component	GO:0005886	Plasma membrane
fieF	665029.EAMY_0107	GO Component	GO:0016020	Membrane
fieF	665029.EAMY_0107	GO Component	GO:0016021	Integral component of membrane
fieF	665029.EAMY_0107	GO Component	GO:0031224	Intrinsic component of membrane
fieF	665029.EAMY_0107	GO Component	GO:0071944	Cell periphery
fieF	665029.EAMY_0107	GO Component	GO:0110165	Cellular anatomical entity
fieF	665029.EAMY_0107	STRING clusters	CL:2379	Mixed, incl. Glutathione metabolism, and Cytochrome complex assembly
fieF	665029.EAMY_0107	STRING clusters	CL:2380	Mixed, incl. Glutathione metabolism, and Zinc ion transport
fieF	665029.EAMY_0107	STRING clusters	CL:2444	Mixed, incl. Zinc ion transport, and Copper ion binding
fieF	665029.EAMY_0107	STRING clusters	CL:2478	Mixed, incl. Copper ion binding, and Cation efflux family
fieF	665029.EAMY_0107	STRING clusters	CL:2481	Cation efflux family, and P-type ATPase, subfamily IB
fieF	665029.EAMY_0107	COMPARTMENTS	GOCC:0005886	Plasma membrane
fieF	665029.EAMY_0107	COMPARTMENTS	GOCC:0016020	Membrane
fieF	665029.EAMY_0107	COMPARTMENTS	GOCC:0071944	Cell periphery
fieF	665029.EAMY_0107	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
fieF	665029.EAMY_0107	UniProt Keywords	KW-0472	Membrane
fieF	665029.EAMY_0107	UniProt Keywords	KW-0812	Transmembrane
fieF	665029.EAMY_0107	UniProt Keywords	KW-0813	Transport
fieF	665029.EAMY_0107	UniProt Keywords	KW-1133	Transmembrane helix
fieF	665029.EAMY_0107	Pfam	PF01545	Cation efflux family
fieF	665029.EAMY_0107	Pfam	PF16916	Dimerisation domain of Zinc Transporter
fieF	665029.EAMY_0107	InterPro	IPR002524	Cation efflux protein
fieF	665029.EAMY_0107	InterPro	IPR027469	Cation efflux transmembrane domain superfamily
fieF	665029.EAMY_0107	InterPro	IPR027470	Cation efflux protein, cytoplasmic domain
fieF	665029.EAMY_0107	InterPro	IPR036837	Cation efflux protein, cytoplasmic domain superfamily
gtrB1	665029.EAMY_0951	GO Process	GO:0000271	Polysaccharide biosynthetic process
gtrB1	665029.EAMY_0951	GO Process	GO:0005975	Carbohydrate metabolic process
gtrB1	665029.EAMY_0951	GO Process	GO:0005976	Polysaccharide metabolic process
gtrB1	665029.EAMY_0951	GO Process	GO:0006629	Lipid metabolic process
gtrB1	665029.EAMY_0951	GO Process	GO:0006643	Membrane lipid metabolic process
gtrB1	665029.EAMY_0951	GO Process	GO:0006644	Phospholipid metabolic process
gtrB1	665029.EAMY_0951	GO Process	GO:0006664	Glycolipid metabolic process
gtrB1	665029.EAMY_0951	GO Process	GO:0006720	Isoprenoid metabolic process
gtrB1	665029.EAMY_0951	GO Process	GO:0006721	Terpenoid metabolic process
gtrB1	665029.EAMY_0951	GO Process	GO:0006793	Phosphorus metabolic process
gtrB1	665029.EAMY_0951	GO Process	GO:0006796	Phosphate-containing compound metabolic process
gtrB1	665029.EAMY_0951	GO Process	GO:0008152	Metabolic process
gtrB1	665029.EAMY_0951	GO Process	GO:0008299	Isoprenoid biosynthetic process
gtrB1	665029.EAMY_0951	GO Process	GO:0008610	Lipid biosynthetic process
gtrB1	665029.EAMY_0951	GO Process	GO:0008653	Lipopolysaccharide metabolic process
gtrB1	665029.EAMY_0951	GO Process	GO:0008654	Phospholipid biosynthetic process
gtrB1	665029.EAMY_0951	GO Process	GO:0009058	Biosynthetic process
gtrB1	665029.EAMY_0951	GO Process	GO:0009059	Macromolecule biosynthetic process
gtrB1	665029.EAMY_0951	GO Process	GO:0009103	Lipopolysaccharide biosynthetic process
gtrB1	665029.EAMY_0951	GO Process	GO:0009245	Lipid A biosynthetic process
gtrB1	665029.EAMY_0951	GO Process	GO:0009247	Glycolipid biosynthetic process
gtrB1	665029.EAMY_0951	GO Process	GO:0009311	Oligosaccharide metabolic process
gtrB1	665029.EAMY_0951	GO Process	GO:0009312	Oligosaccharide biosynthetic process
gtrB1	665029.EAMY_0951	GO Process	GO:0009987	Cellular process
gtrB1	665029.EAMY_0951	GO Process	GO:0016051	Carbohydrate biosynthetic process
gtrB1	665029.EAMY_0951	GO Process	GO:0016114	Terpenoid biosynthetic process
gtrB1	665029.EAMY_0951	GO Process	GO:0019637	Organophosphate metabolic process
gtrB1	665029.EAMY_0951	GO Process	GO:0033692	Cellular polysaccharide biosynthetic process
gtrB1	665029.EAMY_0951	GO Process	GO:0034637	Cellular carbohydrate biosynthetic process
gtrB1	665029.EAMY_0951	GO Process	GO:0034645	Cellular macromolecule biosynthetic process
gtrB1	665029.EAMY_0951	GO Process	GO:0036107	4-amino-4-deoxy-alpha-L-arabinopyranosyl undecaprenyl phosphate metabolic process
gtrB1	665029.EAMY_0951	GO Process	GO:0036108	4-amino-4-deoxy-alpha-L-arabinopyranosyl undecaprenyl phosphate biosynthetic process
gtrB1	665029.EAMY_0951	GO Process	GO:0042221	Response to chemical
gtrB1	665029.EAMY_0951	GO Process	GO:0043170	Macromolecule metabolic process
gtrB1	665029.EAMY_0951	GO Process	GO:0044237	Cellular metabolic process
gtrB1	665029.EAMY_0951	GO Process	GO:0044238	Primary metabolic process
gtrB1	665029.EAMY_0951	GO Process	GO:0044249	Cellular biosynthetic process
gtrB1	665029.EAMY_0951	GO Process	GO:0044255	Cellular lipid metabolic process
gtrB1	665029.EAMY_0951	GO Process	GO:0044260	Cellular macromolecule metabolic process
gtrB1	665029.EAMY_0951	GO Process	GO:0044262	Cellular carbohydrate metabolic process
gtrB1	665029.EAMY_0951	GO Process	GO:0044264	Cellular polysaccharide metabolic process
gtrB1	665029.EAMY_0951	GO Process	GO:0046467	Membrane lipid biosynthetic process
gtrB1	665029.EAMY_0951	GO Process	GO:0046493	Lipid A metabolic process
gtrB1	665029.EAMY_0951	GO Process	GO:0046677	Response to antibiotic
gtrB1	665029.EAMY_0951	GO Process	GO:0050896	Response to stimulus
gtrB1	665029.EAMY_0951	GO Process	GO:0071704	Organic substance metabolic process
gtrB1	665029.EAMY_0951	GO Process	GO:0090407	Organophosphate biosynthetic process
gtrB1	665029.EAMY_0951	GO Process	GO:1901135	Carbohydrate derivative metabolic process
gtrB1	665029.EAMY_0951	GO Process	GO:1901137	Carbohydrate derivative biosynthetic process
gtrB1	665029.EAMY_0951	GO Process	GO:1901269	Lipooligosaccharide metabolic process
gtrB1	665029.EAMY_0951	GO Process	GO:1901271	Lipooligosaccharide biosynthetic process
gtrB1	665029.EAMY_0951	GO Process	GO:1901576	Organic substance biosynthetic process
gtrB1	665029.EAMY_0951	GO Process	GO:1903509	Liposaccharide metabolic process
gtrB1	665029.EAMY_0951	GO Function	GO:0003824	Catalytic activity
gtrB1	665029.EAMY_0951	GO Function	GO:0016740	Transferase activity
gtrB1	665029.EAMY_0951	GO Function	GO:0016757	Glycosyltransferase activity
gtrB1	665029.EAMY_0951	GO Function	GO:0016763	Pentosyltransferase activity
gtrB1	665029.EAMY_0951	GO Function	GO:0016772	Transferase activity, transferring phosphorus-containing groups
gtrB1	665029.EAMY_0951	GO Function	GO:0016780	Phosphotransferase activity, for other substituted phosphate groups
gtrB1	665029.EAMY_0951	GO Function	GO:0099621	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase activity
gtrB1	665029.EAMY_0951	GO Component	GO:0005886	Plasma membrane
gtrB1	665029.EAMY_0951	GO Component	GO:0016020	Membrane
gtrB1	665029.EAMY_0951	GO Component	GO:0016021	Integral component of membrane
gtrB1	665029.EAMY_0951	GO Component	GO:0031224	Intrinsic component of membrane
gtrB1	665029.EAMY_0951	GO Component	GO:0071944	Cell periphery
gtrB1	665029.EAMY_0951	GO Component	GO:0110165	Cellular anatomical entity
gtrB1	665029.EAMY_0951	STRING clusters	CL:3109	Polysaccharide biosynthetic process, and Galactose metabolism
gtrB1	665029.EAMY_0951	STRING clusters	CL:3238	Lipid A metabolic process, and Glucosyl transferase II
gtrB1	665029.EAMY_0951	STRING clusters	CL:3239	Lipid A biosynthesis, and Glucosyl transferase II
gtrB1	665029.EAMY_0951	COMPARTMENTS	GOCC:0005886	Plasma membrane
gtrB1	665029.EAMY_0951	COMPARTMENTS	GOCC:0016020	Membrane
gtrB1	665029.EAMY_0951	COMPARTMENTS	GOCC:0071944	Cell periphery
gtrB1	665029.EAMY_0951	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
gtrB1	665029.EAMY_0951	UniProt Keywords	KW-0328	Glycosyltransferase
gtrB1	665029.EAMY_0951	UniProt Keywords	KW-0472	Membrane
gtrB1	665029.EAMY_0951	UniProt Keywords	KW-0808	Transferase
gtrB1	665029.EAMY_0951	UniProt Keywords	KW-0812	Transmembrane
gtrB1	665029.EAMY_0951	UniProt Keywords	KW-1133	Transmembrane helix
gtrB1	665029.EAMY_0951	Pfam	PF00535	Glycosyl transferase family 2
gtrB1	665029.EAMY_0951	InterPro	IPR001173	Glycosyltransferase 2-like
